question_id,res
218,incorrect
219,incorrect
220,correct
221,incorrect
222,correct
223,incorrect
224,correct
225,incorrect
226,incorrect
227,incorrect
228,incorrect
229,correct
230,incorrect
231,incorrect
232,incorrect
233,correct
234,incorrect
235,incorrect
236,correct
237,incorrect
238,incorrect
239,incorrect
240,correct
241,correct
242,correct
243,incorrect
244,incorrect
245,incorrect
246,incorrect
247,incorrect
248,incorrect
249,correct
250,correct
251,incorrect
252,incorrect
253,correct
254,incorrect
255,incorrect
256,incorrect
257,incorrect
258,incorrect
259,incorrect
260,incorrect
261,correct
262,correct
263,incorrect
264,incorrect
265,correct
266,correct
267,incorrect
268,correct
269,incorrect
270,incorrect
271,incorrect
272,incorrect
273,incorrect
274,correct
275,incorrect
276,correct
277,incorrect
278,incorrect
279,correct
280,correct
281,incorrect
282,incorrect
283,incorrect
284,incorrect
285,correct
286,correct
287,incorrect
288,correct
289,correct
290,correct
291,correct
292,incorrect
293,correct
294,incorrect
295,incorrect
296,incorrect
297,incorrect
298,incorrect
299,correct
300,correct
301,correct
302,correct
303,incorrect
304,correct
305,correct
306,incorrect
307,correct
308,incorrect
309,incorrect
310,incorrect
311,incorrect
312,correct
313,incorrect
314,correct
315,incorrect
316,incorrect
317,incorrect
318,correct
319,correct
320,correct
321,correct
322,correct
323,correct
324,correct
325,incorrect
326,incorrect
327,incorrect
328,incorrect
329,correct
330,incorrect
331,correct
332,incorrect
333,incorrect
334,correct
335,incorrect
336,incorrect
337,incorrect
338,incorrect
339,incorrect
340,incorrect
341,incorrect
342,incorrect
343,incorrect
344,incorrect
345,incorrect
346,incorrect
347,incorrect
348,incorrect
349,incorrect
350,incorrect
351,incorrect
352,incorrect
353,incorrect
354,incorrect
355,incorrect
356,correct
357,incorrect
358,incorrect
359,incorrect
360,incorrect
361,incorrect
362,incorrect
363,incorrect
364,incorrect
365,incorrect
366,incorrect
367,incorrect
368,incorrect
369,incorrect
370,incorrect
371,incorrect
372,correct
373,incorrect
374,incorrect
375,correct
376,incorrect
377,incorrect
378,incorrect
379,incorrect
380,correct
381,incorrect
382,incorrect
383,incorrect
384,incorrect
385,incorrect
386,incorrect
387,incorrect
388,incorrect
389,incorrect
390,correct
391,incorrect
392,incorrect
393,incorrect
394,incorrect
395,incorrect
396,incorrect
397,incorrect
398,incorrect
399,incorrect
400,incorrect
401,incorrect
402,correct
403,incorrect
404,correct
405,incorrect
406,incorrect
407,incorrect
408,incorrect
409,incorrect
410,incorrect
411,incorrect
412,incorrect
413,incorrect
414,incorrect
415,incorrect
416,incorrect
417,incorrect
418,incorrect
419,incorrect
420,correct
421,incorrect
422,correct
423,incorrect
424,incorrect
425,incorrect
426,correct
427,incorrect
428,incorrect
429,incorrect
430,incorrect
431,incorrect
432,incorrect
433,incorrect
434,incorrect
435,incorrect
436,incorrect
437,incorrect
438,correct
439,correct
440,incorrect
441,incorrect
442,incorrect
443,incorrect
444,incorrect
445,incorrect
446,incorrect
447,incorrect
448,incorrect
449,incorrect
450,incorrect
451,incorrect
452,correct
453,incorrect
454,incorrect
455,correct
456,incorrect
457,incorrect
458,incorrect
459,incorrect
460,incorrect
461,correct
462,incorrect
463,incorrect
464,incorrect
465,incorrect
466,incorrect
467,incorrect
468,incorrect
469,incorrect
470,incorrect
471,incorrect
472,incorrect
473,incorrect
474,incorrect
475,incorrect
476,incorrect
477,incorrect
478,incorrect
479,incorrect
480,incorrect
481,incorrect
482,incorrect
483,incorrect
484,incorrect
485,incorrect
486,incorrect
487,incorrect
488,correct
489,correct
490,correct
491,correct
492,correct
493,incorrect
494,incorrect
495,incorrect
496,incorrect
497,incorrect
498,incorrect
499,incorrect
500,incorrect
501,incorrect
502,incorrect
503,incorrect
504,incorrect
505,incorrect
506,incorrect
507,incorrect
508,incorrect
509,correct
510,correct
511,correct
512,incorrect
513,incorrect
514,incorrect
515,incorrect
516,incorrect
517,incorrect
518,incorrect
519,incorrect
520,incorrect
521,incorrect
522,incorrect
523,incorrect
524,incorrect
525,incorrect
526,incorrect
527,incorrect
528,incorrect
529,incorrect
530,incorrect
531,incorrect
532,incorrect
533,incorrect
534,correct
535,correct
536,correct
537,incorrect
538,incorrect
539,incorrect
540,incorrect
541,incorrect
542,incorrect
543,incorrect
544,incorrect
545,incorrect
546,correct
547,correct
548,incorrect
549,incorrect
550,correct
551,incorrect
552,incorrect
553,incorrect
554,correct
555,incorrect
556,correct
557,incorrect
558,correct
559,correct
560,incorrect
561,correct
562,incorrect
563,incorrect
564,correct
565,incorrect
566,correct
567,incorrect
568,correct
569,incorrect
570,incorrect
571,incorrect
572,incorrect
573,correct
574,incorrect
575,incorrect
576,incorrect
577,incorrect
578,correct
579,incorrect
580,incorrect
581,incorrect
582,incorrect
583,incorrect
584,incorrect
585,correct
586,incorrect
587,incorrect
588,correct
589,correct
590,incorrect
591,incorrect
592,incorrect
593,incorrect
594,correct
595,incorrect
596,incorrect
597,incorrect
598,incorrect
599,incorrect
600,incorrect
601,incorrect
602,incorrect
603,incorrect
604,incorrect
605,incorrect
606,incorrect
607,correct
608,incorrect
609,correct
610,incorrect
611,correct
612,incorrect
613,incorrect
614,incorrect
615,incorrect
616,incorrect
617,correct
618,incorrect
619,incorrect
620,correct
621,correct
622,incorrect
623,incorrect
624,correct
625,incorrect
626,correct
627,correct
628,incorrect
629,correct
630,incorrect
631,incorrect
632,incorrect
633,incorrect
634,incorrect
635,incorrect
636,incorrect
637,incorrect
638,incorrect
639,incorrect
640,incorrect
641,incorrect
642,incorrect
643,correct
644,incorrect
645,correct
646,incorrect
647,incorrect
648,correct
649,incorrect
650,incorrect
651,incorrect
652,incorrect
653,incorrect
654,incorrect
655,incorrect
656,incorrect
657,correct
658,correct
659,incorrect
660,correct
661,correct
662,correct
663,correct
664,incorrect
665,correct
666,correct
667,incorrect
668,correct
669,incorrect
670,incorrect
671,incorrect
672,incorrect
673,incorrect
674,correct
675,correct
676,correct
677,incorrect
678,incorrect
679,incorrect
680,incorrect
681,correct
682,incorrect
683,incorrect
684,correct
685,incorrect
686,incorrect
687,incorrect
688,correct
689,incorrect
690,incorrect
691,correct
692,incorrect
693,incorrect
694,incorrect
695,incorrect
696,incorrect
697,incorrect
698,incorrect
699,incorrect
700,correct
701,incorrect
702,correct
703,incorrect
704,incorrect
705,incorrect
706,incorrect
707,correct
708,incorrect
709,incorrect
710,incorrect
711,correct
712,incorrect
713,incorrect
714,incorrect
715,correct
716,correct
717,incorrect
718,incorrect
719,incorrect
720,correct
721,incorrect
722,incorrect
723,incorrect
724,incorrect
725,incorrect
726,incorrect
727,incorrect
728,incorrect
729,incorrect
730,incorrect
731,incorrect
732,incorrect
733,incorrect
734,incorrect
735,incorrect
736,incorrect
737,incorrect
738,incorrect
739,incorrect
740,incorrect
741,correct
742,incorrect
743,incorrect
744,incorrect
745,incorrect
746,correct
747,correct
748,correct
749,incorrect
750,correct
751,incorrect
752,incorrect
753,correct
754,correct
755,incorrect
756,correct
757,correct
758,incorrect
759,correct
760,correct
761,incorrect
762,correct
763,incorrect
764,correct
765,incorrect
766,incorrect
767,incorrect
768,incorrect
769,incorrect
770,incorrect
771,incorrect
772,incorrect
773,correct
774,incorrect
775,incorrect
776,incorrect
777,incorrect
778,incorrect
779,incorrect
780,incorrect
781,incorrect
782,incorrect
783,incorrect
784,incorrect
785,incorrect
786,incorrect
787,incorrect
788,incorrect
789,incorrect
790,incorrect
791,incorrect
792,incorrect
793,incorrect
794,incorrect
795,correct
796,incorrect
797,correct
798,incorrect
799,correct
800,correct
801,correct
802,correct
803,incorrect
804,correct
805,incorrect
806,incorrect
807,incorrect
808,correct
809,correct
810,correct
811,incorrect
812,incorrect
813,incorrect
814,correct
815,correct
816,correct
817,incorrect
818,correct
819,incorrect
820,incorrect
821,incorrect
822,incorrect
823,incorrect
824,incorrect
825,incorrect
826,incorrect
827,incorrect
828,incorrect
829,incorrect
830,incorrect
831,incorrect
832,correct
833,incorrect
834,incorrect
835,incorrect
836,correct
837,incorrect
838,incorrect
839,incorrect
840,incorrect
841,correct
842,incorrect
843,incorrect
844,incorrect
845,correct
846,incorrect
847,incorrect
848,incorrect
849,incorrect
850,incorrect
851,incorrect
852,incorrect
853,incorrect
854,incorrect
855,incorrect
856,incorrect
857,incorrect
858,correct
859,incorrect
860,incorrect
861,incorrect
862,incorrect
863,correct
864,incorrect
865,incorrect
866,incorrect
867,incorrect
868,incorrect
869,correct
870,incorrect
871,incorrect
872,incorrect
873,incorrect
874,incorrect
875,correct
876,incorrect
877,incorrect
878,correct
879,incorrect
880,incorrect
881,correct
882,incorrect
883,correct
884,incorrect
885,correct
886,correct
887,incorrect
888,incorrect
889,incorrect
890,incorrect
891,incorrect
892,incorrect
893,incorrect
894,incorrect
895,incorrect
896,incorrect
897,incorrect
898,incorrect
899,incorrect
900,correct
901,incorrect
902,incorrect
903,incorrect
904,incorrect
905,incorrect
906,incorrect
907,correct
908,incorrect
909,incorrect
910,incorrect
911,incorrect
912,incorrect
913,correct
914,correct
915,incorrect
916,incorrect
917,incorrect
918,incorrect
919,incorrect
920,incorrect
921,incorrect
922,incorrect
923,incorrect
924,incorrect
925,incorrect
926,incorrect
927,correct
928,incorrect
929,incorrect
930,incorrect
931,incorrect
932,incorrect
933,incorrect
934,incorrect
935,correct
936,correct
937,incorrect
938,correct
939,correct
940,incorrect
941,incorrect
942,incorrect
943,correct
944,correct
945,incorrect
946,correct
947,incorrect
948,incorrect
949,incorrect
950,incorrect
951,incorrect
952,correct
953,incorrect
954,incorrect
955,incorrect
956,incorrect
957,incorrect
958,incorrect
959,incorrect
960,incorrect
961,correct
962,incorrect
963,incorrect
964,incorrect
965,correct
966,incorrect
967,incorrect
968,incorrect
969,incorrect
970,incorrect
971,incorrect
972,correct
973,incorrect
974,correct
975,incorrect
976,incorrect
977,incorrect
978,incorrect
979,incorrect
980,correct
981,correct
982,correct
983,incorrect
984,correct
985,incorrect
986,incorrect
987,incorrect
988,incorrect
989,incorrect
990,incorrect
991,incorrect
992,incorrect
993,incorrect
994,incorrect
995,incorrect
996,incorrect
997,incorrect
998,incorrect
999,incorrect
1000,incorrect
1001,incorrect
1002,correct
1003,incorrect
1004,incorrect
1005,correct
1006,incorrect
1007,incorrect
1008,correct
1009,correct
1010,incorrect
1011,incorrect
1012,incorrect
1013,incorrect
1014,incorrect
1015,incorrect
1016,incorrect
1017,correct
1018,incorrect
1019,incorrect
1020,correct
1021,incorrect
1022,incorrect
1023,incorrect
1024,incorrect
1025,correct
1026,incorrect
1027,incorrect
1028,incorrect
1029,incorrect
1030,correct
1031,correct
1032,incorrect
1033,incorrect
1034,correct
1035,correct
1036,incorrect
1037,incorrect
1038,incorrect
1039,incorrect
1040,incorrect
1041,incorrect
1042,correct
1043,incorrect
1044,correct
1045,incorrect
1046,incorrect
1047,incorrect
1048,incorrect
1049,incorrect
1050,correct
1051,correct
1052,incorrect
1053,incorrect
1054,incorrect
1055,correct
1056,incorrect
1057,incorrect
1058,incorrect
1059,correct
1060,correct
1061,incorrect
1062,correct
1063,incorrect
1064,incorrect
1065,incorrect
1066,correct
1067,correct
1068,incorrect
1069,correct
1070,incorrect
1071,correct
1072,incorrect
1073,incorrect
1074,correct
1075,incorrect
1076,incorrect
1077,correct
1078,incorrect
1079,correct
1080,incorrect
1081,incorrect
1082,incorrect
1083,correct
1084,incorrect
1085,incorrect
1086,incorrect
1087,incorrect
1088,correct
1089,incorrect
1090,correct
1091,incorrect
1092,incorrect
1093,incorrect
1094,incorrect
1095,incorrect
1096,incorrect
1097,incorrect
1098,incorrect
1099,incorrect
1100,incorrect
1101,incorrect
1102,incorrect
1103,incorrect
1104,incorrect
1105,incorrect
1106,incorrect
1107,incorrect
1108,incorrect
1109,correct
1110,incorrect
1111,incorrect
1112,incorrect
1113,incorrect
1114,incorrect
1115,incorrect
1116,incorrect
1117,correct
1118,incorrect
1119,incorrect
1120,incorrect
1121,incorrect
1122,correct
1123,correct
1124,incorrect
1125,correct
1126,incorrect
1127,incorrect
1128,incorrect
1129,incorrect
1130,incorrect
1131,incorrect
1132,correct
1133,incorrect
1134,incorrect
1135,incorrect
1136,incorrect
1137,correct
1138,incorrect
1139,incorrect
1140,incorrect
1141,incorrect
1142,incorrect
1143,incorrect
1144,incorrect
1145,incorrect
1146,correct
1147,correct
1148,incorrect
1149,incorrect
1150,incorrect
1151,correct
1152,incorrect
1153,correct
1154,correct
1155,correct
1156,correct
1157,correct
1158,correct
1159,correct
1160,correct
1161,correct
1162,correct
1163,incorrect
1164,correct
1165,correct
1166,incorrect
1167,correct
1168,incorrect
1169,incorrect
1170,incorrect
1171,incorrect
1172,incorrect
1173,correct
1174,incorrect
1175,incorrect
1176,correct
1177,incorrect
1178,correct
1179,incorrect
1180,correct
1181,incorrect
1182,correct
1183,correct
1184,correct
1185,incorrect
1186,correct
1187,correct
1188,incorrect
1189,incorrect
1190,incorrect
1191,incorrect
1192,incorrect
1193,correct
1194,correct
1195,correct
1196,correct
1197,incorrect
1198,correct
1199,incorrect
1200,incorrect
1201,correct
1202,correct
1203,correct
1204,incorrect
1205,incorrect
1206,correct
1207,correct
1208,correct
1209,correct
1210,correct
1211,incorrect
1212,correct
1213,incorrect
1214,correct
1215,correct
1216,incorrect
1217,incorrect
1218,incorrect
1219,incorrect
1220,correct
1221,correct
1222,correct
1223,incorrect
1224,incorrect
1225,incorrect
1226,incorrect
1227,correct
1228,incorrect
1229,incorrect
1230,correct
1231,incorrect
1232,correct
1233,incorrect
1234,incorrect
1235,incorrect
1236,incorrect
1237,correct
1238,correct
1239,incorrect
1240,correct
1241,incorrect
1242,incorrect
1243,incorrect
1244,incorrect
1245,incorrect
1246,incorrect
1247,incorrect
1248,incorrect
1249,incorrect
1250,incorrect
1251,incorrect
1252,correct
1253,correct
1254,incorrect
1255,correct
1256,incorrect
1257,incorrect
1258,incorrect
1259,incorrect
1260,correct
1261,incorrect
1262,correct
1263,incorrect
1264,incorrect
1265,incorrect
1266,correct
1267,incorrect
1268,incorrect
1269,incorrect
1270,incorrect
1271,incorrect
1272,incorrect
1273,incorrect
1274,incorrect
1275,incorrect
1276,correct
1277,correct
1278,incorrect
1279,incorrect
1280,correct
1281,correct
1282,correct
1283,correct
1284,incorrect
1285,incorrect
1286,correct
1287,correct
1288,correct
1289,incorrect
1290,incorrect
1291,incorrect
1292,incorrect
1293,correct
1294,correct
1295,correct
1296,correct
1297,correct
1298,correct
1299,incorrect
1300,incorrect
1301,correct
1302,correct
1303,correct
1304,correct
1305,correct
1306,correct
1307,incorrect
1308,incorrect
1309,incorrect
1310,correct
1311,correct
1312,incorrect
1313,incorrect
1314,incorrect
1315,incorrect
1316,incorrect
1317,incorrect
1318,correct
1319,incorrect
1320,incorrect
1321,incorrect
1322,incorrect
1323,incorrect
1324,incorrect
1325,correct
1326,incorrect
1327,incorrect
1328,incorrect
1329,incorrect
1330,incorrect
1331,incorrect
1332,incorrect
1333,incorrect
1334,incorrect
1335,incorrect
1336,incorrect
1337,incorrect
1338,incorrect
1339,incorrect
1340,correct
1341,incorrect
1342,incorrect
1343,incorrect
1344,incorrect
1345,incorrect
1346,incorrect
1347,incorrect
1348,incorrect
1349,incorrect
1350,incorrect
1351,incorrect
1352,incorrect
1353,incorrect
1354,incorrect
1355,incorrect
1356,incorrect
1357,incorrect
1358,incorrect
1359,incorrect
1360,incorrect
1361,incorrect
1362,incorrect
1363,incorrect
1364,incorrect
1365,incorrect
1366,incorrect
1367,correct
1368,correct
1369,correct
1370,incorrect
1371,incorrect
1372,incorrect
1373,incorrect
1374,correct
1375,incorrect
1376,incorrect
1377,incorrect
1378,correct
1379,incorrect
1380,incorrect
1381,correct
1382,incorrect
1383,incorrect
1384,incorrect
1385,correct
1386,incorrect
1387,incorrect
1388,incorrect
1389,correct
1390,incorrect
1391,incorrect
1392,correct
1393,incorrect
1394,incorrect
1395,incorrect
1396,incorrect
1397,incorrect
1398,incorrect
1399,incorrect
1400,incorrect
1401,incorrect
1402,correct
1403,incorrect
1404,incorrect
1405,incorrect
1406,incorrect
1407,incorrect
1408,incorrect
1409,correct
1410,incorrect
1411,incorrect
1412,incorrect
1413,correct
1414,incorrect
1415,incorrect
1416,incorrect
1417,correct
1418,correct
1419,correct
1420,incorrect
1421,incorrect
1422,correct
1423,correct
1424,incorrect
1425,incorrect
1426,incorrect
1427,incorrect
1428,incorrect
1429,incorrect
1430,incorrect
1431,incorrect
1432,incorrect
1433,incorrect
1434,incorrect
1435,incorrect
1436,correct
1437,incorrect
1438,incorrect
1439,incorrect
1440,correct
1441,incorrect
1442,correct
1443,correct
1444,correct
1445,incorrect
1446,incorrect
1447,correct
1448,incorrect
1449,correct
1450,incorrect
1451,incorrect
1452,correct
1453,incorrect
1454,incorrect
1455,incorrect
1456,correct
1457,correct
1458,incorrect
1459,incorrect
1460,incorrect
1461,incorrect
1462,incorrect
1463,incorrect
1464,correct
1465,incorrect
1466,incorrect
1467,incorrect
1468,incorrect
1469,incorrect
1470,incorrect
1471,correct
1472,incorrect
1473,incorrect
1474,incorrect
1475,incorrect
1476,incorrect
1477,incorrect
1478,incorrect
1479,correct
1480,incorrect
1481,incorrect
1482,incorrect
1483,correct
1484,incorrect
1485,correct
1486,incorrect
1487,correct
1488,incorrect
1489,correct
1490,correct
1491,incorrect
1492,correct
1493,correct
1494,incorrect
1495,correct
1496,correct
1497,correct
1498,incorrect
1499,incorrect
1500,incorrect
1501,incorrect
1502,incorrect
1503,incorrect
1504,correct
1505,correct
1506,correct
1507,correct
1508,correct
1509,incorrect
1510,correct
1511,correct
1512,incorrect
1513,correct
1514,correct
1515,correct
1516,incorrect
1517,incorrect
1518,correct
1519,correct
1520,incorrect
1521,correct
1522,correct
1523,correct
1524,incorrect
1525,incorrect
1526,incorrect
1527,correct
1528,incorrect
1529,incorrect
1530,incorrect
1531,incorrect
1532,correct
1533,incorrect
